12/3/2016 12:03,When does winter break start?,Qhen does (Event) start?,0,no,yes
12/3/2016 12:03,When does winter break start?,Ehen does (Event) start?,0,no,yes
12/3/2016 12:03,When does winter break start?,Wgen does (Event) start?,0,no,yes
12/3/2016 12:03,When does winter break start?,Wjen does (Event) start?,0,no,yes
12/3/2016 12:03,When does winter break start?,Whwn does (Event) start?,0,no,yes
12/3/2016 12:03,When does winter break start?,Whrn does (Event) start?,0,no,yes
12/3/2016 12:03,When does winter break start?,Wheb does (Event) start?,0,no,yes
12/3/2016 12:03,When does winter break start?,Whem does (Event) start?,0,no,yes
12/3/2016 12:03,When does winter break start?,When soes (Event) start?,0,no,yes
12/3/2016 12:03,When does winter break start?,When foes (Event) start?,0,no,yes
12/3/2016 12:03,When does winter break start?,When dies (Event) start?,0,no,yes
12/3/2016 12:03,When does winter break start?,When dpes (Event) start?,0,no,yes
12/3/2016 12:03,When does winter break start?,When dows (Event) start?,0,no,yes
12/3/2016 12:03,When does winter break start?,When dors (Event) start?,0,no,yes
12/3/2016 12:03,When does winter break start?,When doea (Event) start?,0,no,yes
12/3/2016 12:03,When does winter break start?,When doed (Event) start?,0,no,yes
12/3/2016 12:03,When does winter break start?,When does (Event) atart?,0,no,yes
12/3/2016 12:03,When does winter break start?,When does (Event) dtart?,0,no,yes
12/3/2016 12:03,When does winter break start?,When does (Event) srart?,0,no,yes
12/3/2016 12:03,When does winter break start?,When does (Event) syart?,0,no,yes
12/3/2016 12:03,When does winter break start?,When does (Event) stsrt?,0,no,yes
12/3/2016 12:03,When does winter break start?,When does (Event) staet?,0,no,yes
12/3/2016 12:03,When does winter break start?,When does (Event) statt?,0,no,yes
12/3/2016 12:03,When does winter break start?,When does (Event) starr?,0,no,yes
12/3/2016 12:03,When does winter break start?,When does (Event) stary?,0,no,yes
12/3/2016 12:04,When does the DAC open?,Qhen does (Building) open?,0,no,yes
12/3/2016 12:04,When does the DAC open?,Ehen does (Building) open?,0,no,yes
12/3/2016 12:04,When does the DAC open?,Wgen does (Building) open?,0,no,yes
12/3/2016 12:04,When does the DAC open?,Wjen does (Building) open?,0,no,yes
12/3/2016 12:04,When does the DAC open?,Whwn does (Building) open?,0,no,yes
12/3/2016 12:04,When does the DAC open?,Whrn does (Building) open?,0,no,yes
12/3/2016 12:04,When does the DAC open?,Wheb does (Building) open?,0,no,yes
12/3/2016 12:04,When does the DAC open?,Whem does (Building) open?,0,no,yes
12/3/2016 12:04,When does the DAC open?,When soes (Building) open?,0,no,yes
12/3/2016 12:04,When does the DAC open?,When foes (Building) open?,0,no,yes
12/3/2016 12:04,When does the DAC open?,When dies (Building) open?,0,no,yes
12/3/2016 12:04,When does the DAC open?,When dpes (Building) open?,0,no,yes
12/3/2016 12:04,When does the DAC open?,When dows (Building) open?,0,no,yes
12/3/2016 12:04,When does the DAC open?,When dors (Building) open?,0,no,yes
12/3/2016 12:04,When does the DAC open?,When doea (Building) open?,0,no,yes
12/3/2016 12:04,When does the DAC open?,When doed (Building) open?,0,no,yes
12/3/2016 12:04,When does the DAC open?,When does (Building) ipen?,0,no,yes
12/3/2016 12:04,When does the DAC open?,When does (Building) ppen?,0,no,yes
12/3/2016 12:04,When does the DAC open?,When does (Building) ooen?,0,no,yes
12/3/2016 12:04,When does the DAC open?,When does (Building) opwn?,0,no,yes
12/3/2016 12:04,When does the DAC open?,When does (Building) oprn?,0,no,yes
12/3/2016 12:04,When does the DAC open?,When does (Building) opeb?,0,no,yes
12/3/2016 12:04,When does the DAC open?,When does (Building) opem?,0,no,yes
12/3/2016 12:21,Where can I play squash?,Qhere can I play (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Ehere can I play (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Wgere can I play (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Wjere can I play (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Whwre can I play (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Whrre can I play (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Wheee can I play (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Whete can I play (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Wherw can I play (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Wherr can I play (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Where xan I play (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Where van I play (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Where csn I play (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Where cab I play (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Where cam I play (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Where can U play (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Where can O play (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Where can I olay (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Where can I pkay (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Where can I plsy (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Where can I plat (Sport)?,0,no,yes?
12/3/2016 12:21,Where can I play squash?,Where can I plau (Sport)?,0,no,yes?
12/3/2016 12:21,Tell me a joke.,Rell me a joke.,0,no,no
12/3/2016 12:21,Tell me a joke.,Yell me a joke.,0,no,no
12/3/2016 12:21,Tell me a joke.,Twll me a joke.,0,no,no
12/3/2016 12:21,Tell me a joke.,Trll me a joke.,0,no,no
